Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual__Round 1,Actual__Rounds 2-3,Actual__Rounds 4-5,Actual__Rounds 6-7,Actual__Undrafted,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2023,EDGE,DL,Louisiana,Sun Belt,76.5,248,10.0,34.25,81.25,4.67,29.0,23,116.0,7.35,4.44,1,1556,-2.136,45.745,34.883,52.541,66.931,0,0,Rounds 6-7,0,0,0,1,0,0,0.1101457138749761,39,82.23140495867769,82.97872340425532
2023,RB,Skill,Auburn,SEC,71.625,210,9.5,32.0,76.625,4.56,32.5,20,119.0,7.23,4.68,1,1596,6.205,55.022,47.067,62.103,45.36,0,0,Rounds 2-3,0,1,0,0,0,1,0.10984084474600442,40,82.64462809917356,85.1063829787234
2024,IOL,OL,Maryland,Big Ten,76.125,308,9.875,33.0,80.625,5.01,26.5,28,112.0,7.64,4.61,1,1695,8.085,66.299,64.78,61.709,49.654,0,0,Undrafted,0,0,0,0,1,0,0.10933432290384956,40,83.05785123966942,85.1063829787234
2023,RB,Skill,Tulsa,AAC,71.75,216,9.25,31.25,75.0,4.41,35.5,20,124.0,6.83,4.31,1,1378,-4.107,43.074,50.493,42.491,37.352,0,0,Undrafted,0,0,0,0,1,0,0.1080444275179855,40,83.47107438016529,85.1063829787234
2023,RB,Skill,Appalachian St.,Sun Belt,73.375,217,9.75,32.625,78.625,4.61,37.0,20,121.0,6.85,4.33,1,1593,0.411,45.95,62.053,35.887,34.024,0,0,Undrafted,0,0,0,0,1,0,0.10665047178593093,40,83.88429752066115,85.1063829787234
2025,OT,OL,Boston College,ACC,80.125,316,10.375,33.0,81.0,5.21,24.5,22,106.0,7.71,4.7,1,1513,4.829,61.35,56.657,64.403,40.228,0,0,Rounds 2-3,0,1,0,0,0,1,0.10534586809146647,41,84.29752066115702,87.2340425531915
2025,WR,Skill,Texas Tech,Big 12,72.625,186,10.5,30.75,76.625,4.7,33.0,14,121.0,7.02,4.97,1,1607,6.204,57.272,59.502,48.684,59.274,1,0,Undrafted,0,0,0,0,1,0,0.10369504499625862,41,84.71074380165288,87.2340425531915
2023,IOL,OL,Tennessee-Chattanooga,SoCon,78.0,324,10.25,35.0,83.875,5.24,26.5,20,105.0,7.7,4.97,1,1738,11.336,69.68,68.952,64.29,44.371,0,0,Undrafted,0,0,0,0,1,0,0.10200536617054609,41,85.12396694214877,87.2340425531915
2024,C,OL,Duke,ACC,75.0,308,10.0,32.375,79.0,5.09,29.5,28,108.0,7.41,4.01,1,1654,8.778,68.7,63.774,63.667,60.347,0,0,Rounds 6-7,0,0,0,1,0,0,0.10118582646182692,41,85.53719008264463,87.2340425531915
2025,RB,Skill,Arizona State,Big 12,69.5,219,9.375,29.75,73.875,4.65,39.5,17,123.0,7.37,4.97,1,1801,11.793,78.233,79.692,66.688,47.348,0,0,Rounds 4-5,0,0,1,0,0,0,0.10096079427708969,41,85.9504132231405,87.2340425531915
2025,WR,Skill,Pittsburgh,ACC,71.375,186,8.5,29.375,74.375,4.59,36.0,19,124.0,7.37,4.03,1,1456,3.991,55.816,49.345,57.768,56.475,0,0,Rounds 6-7,0,0,0,1,0,0,0.0998742889298621,41,86.36363636363636,87.2340425531915
2023,IOL,OL,Old Dominion,Sun Belt,78.25,318,10.25,33.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,1314,-10.538,30.819,27.542,38.624,55.322,0,0,Rounds 4-5,0,0,1,0,0,0,0.09913704216669084,41,86.77685950413223,87.2340425531915
2024,P,Special Teams,BYU,Big 12,76.375,235,8.875,31.25,76.375,4.63,35.5,19,123.0,7.05,4.31,0,1364,-1.805,52.478,36.286,62.31,60.603,0,0,Undrafted,0,0,0,0,1,0,0.0986387224761692,41,87.19008264462809,87.2340425531915
2023,RB,Skill,Kentucky,SEC,72.0,217,8.625,30.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,1606,5.824,59.284,46.761,72.541,34.773,0,0,Rounds 6-7,0,0,0,1,0,0,0.09821354104081315,41,87.60330578512396,87.2340425531915
2025,WR,Skill,Virginia Tech,ACC,76.25,213,9.0,32.25,79.125,4.5,32.5,18,122.0,7.1,4.3,1,1647,8.853,70.514,55.299,74.421,59.153,0,0,Undrafted,0,0,0,0,1,0,0.09736523116201905,41,88.01652892561982,87.2340425531915
2023,CB,Secondary,Coastal Carolina,Sun Belt,74.0,200,9.75,32.375,78.125,4.48,37.0,13,124.0,6.83,4.3,1,1344,-6.531,40.095,54.955,32.539,40.387,0,0,Undrafted,0,0,0,0,1,0,0.09701675601553686,41,88.42975206611571,87.2340425531915
2025,IOL,OL,West Virginia,Big 12,78.5,313,10.25,32.125,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1455,1.795,52.984,64.597,35.526,62.429,0,0,Rounds 2-3,0,1,0,0,0,1,0.09656119464012489,42,88.84297520661157,89.36170212765957
2023,RB,Skill,USC,Pac-12,70.0,201,9.25,27.125,70.25,4.46,35.5,20,122.0,7.16,4.61,0,1745,13.164,77.414,90.693,44.38,43.862,0,0,Undrafted,0,0,0,0,1,0,0.09458001847927786,42,89.25619834710744,89.36170212765957
2025,WR,Skill,Colorado,Big 12,68.125,174,8.625,30.375,74.5,4.46,38.0,27,128.0,6.65,4.41,1,1701,12.691,74.938,72.644,69.84,45.06,0,0,Rounds 6-7,0,0,0,1,0,0,0.09427233972261148,42,89.6694214876033,89.36170212765957
2024,C,OL,Duke,ACC,77.375,313,9.375,32.875,79.75,5.2,31.0,27,105.0,7.41,4.24,0,1654,8.778,68.7,63.774,63.667,60.347,0,0,Round 1,1,0,0,0,0,0,0.09252984743583353,42,90.08264462809917,89.36170212765957
2024,RB,Skill,Louisville,ACC,69.5,193,8.5,30.125,71.0,4.56,34.5,22,121.0,6.65,4.22,1,1688,11.36,72.759,63.856,75.697,45.123,0,0,Rounds 6-7,0,0,0,1,0,0,0.09150658754848828,42,90.49586776859503,89.36170212765957
2025,WR,Skill,Texas,SEC,71.0,191,9.5,30.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,0,0,Round 1,1,0,0,0,0,0,0.0913168580812674,42,90.9090909090909,89.36170212765957
2023,C,OL,Minnesota,Big Ten,75.5,301,9.5,32.625,78.375,5.35,29.5,20,104.0,7.68,4.56,1,1758,11.422,72.43,66.077,73.504,40.834,0,0,Rounds 2-3,0,1,0,0,0,1,0.09060520466998767,43,91.32231404958677,91.48936170212765
2025,DL,DL,Arkansas,SEC,75.25,319,9.5,33.0,81.25,5.14,27.0,28,108.0,7.68,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0,0,Undrafted,0,0,0,0,1,0,0.08860574597653728,43,91.73553719008265,91.48936170212765
2025,TE,Skill,LSU,SEC,77.125,251,10.0,33.25,78.75,4.28,24.5,33,110.7,6.65,4.97,0,1827,13.515,71.849,75.763,61.497,39.011,0,0,Rounds 2-3,0,1,0,0,0,1,0.08665829421048053,44,92.14876033057851,93.61702127659575
2025,LB,LB,Florida,SEC,73.0,222,8.5,31.5,77.75,4.69,32.0,11,117.0,7.09,4.27,1,1767,11.901,71.717,58.466,70.419,67.15,0,0,Rounds 4-5,0,0,1,0,0,0,0.08658773068974107,44,92.56198347107438,93.61702127659575
2023,RB,Skill,East Carolina,AAC,67.875,179,9.25,30.75,74.75,4.37,38.0,20,126.0,7.33,4.77,1,1509,1.775,54.675,70.734,39.058,37.309,0,0,Undrafted,0,0,0,0,1,0,0.08508921361521947,44,92.97520661157024,93.61702127659575
2024,DL,DL,Auburn,SEC,74.375,286,9.625,32.0,78.25,5.06,29.5,27,103.0,6.81,4.6,1,1585,8.916,67.536,49.076,72.965,65.063,0,0,Rounds 6-7,0,0,0,1,0,0,0.08502368924711654,44,93.38842975206612,93.61702127659575
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,32.625,80.875,5.45,24.5,11,113.3,6.77,4.03,0,1807,14.768,79.193,79.078,73.333,36.319,0,0,Undrafted,0,0,0,0,1,0,0.0849319663935013,44,93.80165289256198,93.61702127659575
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,32.5,78.75,5.42,24.5,24,95.0,7.41,4.33,1,1930,22.492,84.142,84.36,76.697,33.868,0,0,Undrafted,0,0,0,0,1,0,0.08483844661941797,44,94.21487603305785,93.61702127659575
2024,LB,LB,Missouri,SEC,73.75,231,8.875,31.375,77.75,4.62,34.0,18,118.0,7.23,4.5,0,1866,15.277,78.168,79.322,67.958,47.09,0,0,Rounds 2-3,0,1,0,0,0,1,0.08462148084111373,45,94.62809917355372,95.74468085106383
2023,IOL,OL,Washington,Pac-12,77.75,306,10.75,34.0,81.125,5.5,28.0,20,101.0,8.34,4.97,1,1760,11.472,73.944,84.016,49.984,45.242,1,0,Undrafted,0,0,0,0,1,0,0.08428846770117657,45,95.0413223140496,95.74468085106383
2025,WR,Skill,Missouri,SEC,75.0,200,9.5,32.125,78.375,4.56,31.0,17,117.0,6.84,4.03,1,1711,12.197,68.028,61.356,72.874,37.108,0,0,Undrafted,0,0,0,0,1,0,0.08387652576716989,45,95.45454545454545,95.74468085106383
2023,LB,LB,TCU,Big 12,71.0,227,8.625,31.625,75.0,4.49,30.5,20,117.0,7.44,4.42,1,1729,14.378,80.5,80.39,69.518,54.974,0,0,Rounds 6-7,0,0,0,1,0,0,0.0802103173957504,45,95.86776859504133,95.74468085106383
2023,RB,Skill,TCU,Big 12,71.0,215,9.375,32.375,78.5,4.54,34.5,20,121.0,6.96,4.43,0,1729,14.378,80.5,80.39,69.518,54.974,0,0,Rounds 2-3,0,1,0,0,0,1,0.07967347722895207,46,96.28099173553719,97.87234042553192
2025,DL,DL,Utah,Big 12,75.5,308,10.5,32.5,78.75,5.03,28.5,24,93.0,8.19,4.03,1,1563,5.029,60.487,30.282,79.81,59.786,0,0,Undrafted,0,0,0,0,1,0,0.07865963474591608,46,96.69421487603306,97.87234042553192
2023,LS,Special Teams,Central Florida,AAC,76.0,240,9.625,30.375,78.375,5.06,30.0,12,114.0,7.27,4.46,1,1551,6.904,61.732,66.565,49.575,55.483,0,0,Undrafted,0,0,0,0,1,0,0.07540164707734695,46,97.10743801652893,97.87234042553192
2023,WR,Skill,Charlotte,Conference USA,74.0,201,9.5,31.875,77.875,4.57,35.0,17,125.0,6.89,4.32,1,1081,-17.759,17.839,41.399,10.816,49.466,0,0,Rounds 6-7,0,0,0,1,0,0,0.07096943457343176,46,97.52066115702479,97.87234042553192
2023,IOL,OL,Florida,SEC,77.0,330,11.25,33.875,83.875,5.31,23.5,20,101.0,7.99,4.81,1,1581,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 2-3,0,1,0,0,0,1,0.06809893795910826,47,97.93388429752066,100.0
2025,CB,Secondary,Nebraska,Big Ten,72.5,213,9.0,32.75,79.5,4.38,30.44,11,116.6,8.12,4.97,0,1537,6.154,64.984,58.011,69.664,41.381,0,0,Undrafted,0,0,0,0,1,0,0.06795022657349872,47,98.34710743801654,100.0
2025,WR,Skill,San Jose St.,Mountain West,74.5,203,8.625,31.0,76.5,4.57,34.0,16,123.0,7.41,4.47,1,1477,-5.133,42.709,44.903,47.684,35.133,0,0,Undrafted,0,0,0,0,1,0,0.06184221498815182,47,98.7603305785124,100.0
2023,WR,Skill,Fresno St.,Mountain West,71.125,172,8.875,30.125,74.75,4.4,34.5,12,121.0,6.91,4.29,1,1766,3.726,61.671,58.399,57.283,60.117,0,0,Undrafted,0,0,0,0,1,0,0.05210759691380021,47,99.17355371900827,100.0
2025,CB,Secondary,Western Michigan,MAC,73.25,190,9.0,30.75,75.5,4.43,26.41,16,124.0,6.65,4.03,1,1268,-10.952,37.661,53.267,24.968,62.263,0,0,Rounds 6-7,0,0,0,1,0,0,0.045524355936699484,47,99.58677685950413,100.0
2024,IOL,OL,Liberty,Conference USA,75.25,322,10.25,33.25,81.125,5.5,24.0,26,96.0,8.26,4.97,1,1609,3.816,67.732,83.531,42.547,34.869,0,0,Undrafted,0,0,0,0,1,0,0.019332968825804195,47,100.0,100.0
