Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual__Round 1,Actual__Rounds 2-3,Actual__Rounds 4-5,Actual__Rounds 6-7,Actual__Undrafted,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2024,IOL,OL,Liberty,Conference USA,75.25,322,10.25,33.25,81.125,5.5,24.0,26,96.0,8.26,4.97,1,1609,3.816,67.732,83.531,42.547,34.869,0,0,Undrafted,0,0,0,0,1,1,0.8018484836828235,1,0.4132231404958678,1.5151515151515151
2025,CB,Secondary,Western Michigan,MAC,73.25,190,9.0,30.75,75.5,4.43,26.41,16,124.0,6.65,4.03,1,1268,-10.952,37.661,53.267,24.968,62.263,0,0,Rounds 6-7,0,0,0,1,0,0,0.6202230770413671,1,0.8264462809917356,1.5151515151515151
2023,WR,Skill,Fresno St.,Mountain West,71.125,172,8.875,30.125,74.75,4.4,34.5,12,121.0,6.91,4.29,1,1766,3.726,61.671,58.399,57.283,60.117,0,0,Undrafted,0,0,0,0,1,1,0.5846859843319735,2,1.2396694214876034,3.0303030303030303
2025,WR,Skill,San Jose St.,Mountain West,74.5,203,8.625,31.0,76.5,4.57,34.0,16,123.0,7.41,4.47,1,1477,-5.133,42.709,44.903,47.684,35.133,0,0,Undrafted,0,0,0,0,1,1,0.5375522358721105,3,1.6528925619834711,4.545454545454546
2025,CB,Secondary,Nebraska,Big Ten,72.5,213,9.0,32.75,79.5,4.38,30.44,11,116.6,8.12,4.97,0,1537,6.154,64.984,58.011,69.664,41.381,0,0,Undrafted,0,0,0,0,1,1,0.5108189600504687,4,2.066115702479339,6.0606060606060606
2023,IOL,OL,Florida,SEC,77.0,330,11.25,33.875,83.875,5.31,23.5,20,101.0,7.99,4.81,1,1581,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 2-3,0,1,0,0,0,0,0.5101926998532973,4,2.479338842975207,6.0606060606060606
2023,WR,Skill,Charlotte,Conference USA,74.0,201,9.5,31.875,77.875,4.57,35.0,17,125.0,6.89,4.32,1,1081,-17.759,17.839,41.399,10.816,49.466,0,0,Rounds 6-7,0,0,0,1,0,0,0.4983208568494012,4,2.8925619834710745,6.0606060606060606
2023,LS,Special Teams,Central Florida,AAC,76.0,240,9.625,30.375,78.375,5.06,30.0,12,114.0,7.27,4.46,1,1551,6.904,61.732,66.565,49.575,55.483,0,0,Undrafted,0,0,0,0,1,1,0.4807629544933978,5,3.3057851239669422,7.575757575757576
2025,DL,DL,Utah,Big 12,75.5,308,10.5,32.5,78.75,5.03,28.5,24,93.0,8.19,4.03,1,1563,5.029,60.487,30.282,79.81,59.786,0,0,Undrafted,0,0,0,0,1,1,0.46841815870051784,6,3.71900826446281,9.090909090909092
2023,RB,Skill,TCU,Big 12,71.0,215,9.375,32.375,78.5,4.54,34.5,20,121.0,6.96,4.43,0,1729,14.378,80.5,80.39,69.518,54.974,0,0,Rounds 2-3,0,1,0,0,0,0,0.4646687884906563,6,4.132231404958678,9.090909090909092
2023,LB,LB,TCU,Big 12,71.0,227,8.625,31.625,75.0,4.49,30.5,20,117.0,7.44,4.42,1,1729,14.378,80.5,80.39,69.518,54.974,0,0,Rounds 6-7,0,0,0,1,0,0,0.46270068106832574,6,4.545454545454546,9.090909090909092
2025,WR,Skill,Missouri,SEC,75.0,200,9.5,32.125,78.375,4.56,31.0,17,117.0,6.84,4.03,1,1711,12.197,68.028,61.356,72.874,37.108,0,0,Undrafted,0,0,0,0,1,1,0.44956939707513266,7,4.958677685950414,10.606060606060606
2023,IOL,OL,Washington,Pac-12,77.75,306,10.75,34.0,81.125,5.5,28.0,20,101.0,8.34,4.97,1,1760,11.472,73.944,84.016,49.984,45.242,1,0,Undrafted,0,0,0,0,1,1,0.4481267919862564,8,5.371900826446281,12.121212121212121
2024,LB,LB,Missouri,SEC,73.75,231,8.875,31.375,77.75,4.62,34.0,18,118.0,7.23,4.5,0,1866,15.277,78.168,79.322,67.958,47.09,0,0,Rounds 2-3,0,1,0,0,0,0,0.4469653227396636,8,5.785123966942149,12.121212121212121
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,32.5,78.75,5.42,24.5,24,95.0,7.41,4.33,1,1930,22.492,84.142,84.36,76.697,33.868,0,0,Undrafted,0,0,0,0,1,1,0.4462108614870276,9,6.198347107438017,13.636363636363635
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,32.625,80.875,5.45,24.5,11,113.3,6.77,4.03,0,1807,14.768,79.193,79.078,73.333,36.319,0,0,Undrafted,0,0,0,0,1,1,0.44588621116849003,10,6.6115702479338845,15.151515151515152
2024,DL,DL,Auburn,SEC,74.375,286,9.625,32.0,78.25,5.06,29.5,27,103.0,6.81,4.6,1,1585,8.916,67.536,49.076,72.965,65.063,0,0,Rounds 6-7,0,0,0,1,0,0,0.44556811910638183,10,7.024793388429752,15.151515151515152
2023,RB,Skill,East Carolina,AAC,67.875,179,9.25,30.75,74.75,4.37,38.0,20,126.0,7.33,4.77,1,1509,1.775,54.675,70.734,39.058,37.309,0,0,Undrafted,0,0,0,0,1,1,0.44534107656260735,11,7.43801652892562,16.666666666666664
2025,LB,LB,Florida,SEC,73.0,222,8.5,31.5,77.75,4.69,32.0,11,117.0,7.09,4.27,1,1767,11.901,71.717,58.466,70.419,67.15,0,0,Rounds 4-5,0,0,1,0,0,0,0.44019241482229465,11,7.851239669421488,16.666666666666664
2025,TE,Skill,LSU,SEC,77.125,251,10.0,33.25,78.75,4.28,24.5,33,110.7,6.65,4.97,0,1827,13.515,71.849,75.763,61.497,39.011,0,0,Rounds 2-3,0,1,0,0,0,0,0.43995201621484425,11,8.264462809917356,16.666666666666664
2025,DL,DL,Arkansas,SEC,75.25,319,9.5,33.0,81.25,5.14,27.0,28,108.0,7.68,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0,0,Undrafted,0,0,0,0,1,1,0.43338857813996823,12,8.677685950413224,18.181818181818183
2023,C,OL,Minnesota,Big Ten,75.5,301,9.5,32.625,78.375,5.35,29.5,20,104.0,7.68,4.56,1,1758,11.422,72.43,66.077,73.504,40.834,0,0,Rounds 2-3,0,1,0,0,0,0,0.4267897300482617,12,9.090909090909092,18.181818181818183
2025,WR,Skill,Texas,SEC,71.0,191,9.5,30.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,0,0,Round 1,1,0,0,0,0,0,0.4244743744277515,12,9.50413223140496,18.181818181818183
2024,RB,Skill,Louisville,ACC,69.5,193,8.5,30.125,71.0,4.56,34.5,22,121.0,6.65,4.22,1,1688,11.36,72.759,63.856,75.697,45.123,0,0,Rounds 6-7,0,0,0,1,0,0,0.42385999928423745,12,9.917355371900827,18.181818181818183
2024,C,OL,Duke,ACC,77.375,313,9.375,32.875,79.75,5.2,31.0,27,105.0,7.41,4.24,0,1654,8.778,68.7,63.774,63.667,60.347,0,0,Round 1,1,0,0,0,0,0,0.42056739632336415,12,10.330578512396695,18.181818181818183
2025,WR,Skill,Colorado,Big 12,68.125,174,8.625,30.375,74.5,4.46,38.0,27,128.0,6.65,4.41,1,1701,12.691,74.938,72.644,69.84,45.06,0,0,Rounds 6-7,0,0,0,1,0,0,0.41504026370182867,12,10.743801652892563,18.181818181818183
2023,RB,Skill,USC,Pac-12,70.0,201,9.25,27.125,70.25,4.46,35.5,20,122.0,7.16,4.61,0,1745,13.164,77.414,90.693,44.38,43.862,0,0,Undrafted,0,0,0,0,1,1,0.41407458694525745,13,11.15702479338843,19.696969696969695
2025,IOL,OL,West Virginia,Big 12,78.5,313,10.25,32.125,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1455,1.795,52.984,64.597,35.526,62.429,0,0,Rounds 2-3,0,1,0,0,0,0,0.40792874544157876,13,11.570247933884298,19.696969696969695
2023,CB,Secondary,Coastal Carolina,Sun Belt,74.0,200,9.75,32.375,78.125,4.48,37.0,13,124.0,6.83,4.3,1,1344,-6.531,40.095,54.955,32.539,40.387,0,0,Undrafted,0,0,0,0,1,1,0.40653297082292295,14,11.983471074380166,21.21212121212121
2025,WR,Skill,Virginia Tech,ACC,76.25,213,9.0,32.25,79.125,4.5,32.5,18,122.0,7.1,4.3,1,1647,8.853,70.514,55.299,74.421,59.153,0,0,Undrafted,0,0,0,0,1,1,0.405469627586308,15,12.396694214876034,22.727272727272727
2023,RB,Skill,Kentucky,SEC,72.0,217,8.625,30.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,1606,5.824,59.284,46.761,72.541,34.773,0,0,Rounds 6-7,0,0,0,1,0,0,0.40289664899182775,15,12.8099173553719,22.727272727272727
2024,P,Special Teams,BYU,Big 12,76.375,235,8.875,31.25,76.375,4.63,35.5,19,123.0,7.05,4.31,0,1364,-1.805,52.478,36.286,62.31,60.603,0,0,Undrafted,0,0,0,0,1,1,0.40161527895839144,16,13.223140495867769,24.242424242424242
2023,IOL,OL,Old Dominion,Sun Belt,78.25,318,10.25,33.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,1314,-10.538,30.819,27.542,38.624,55.322,0,0,Rounds 4-5,0,0,1,0,0,0,0.4001204240113626,16,13.636363636363635,24.242424242424242
2025,WR,Skill,Pittsburgh,ACC,71.375,186,8.5,29.375,74.375,4.59,36.0,19,124.0,7.37,4.03,1,1456,3.991,55.816,49.345,57.768,56.475,0,0,Rounds 6-7,0,0,0,1,0,0,0.39792243966118035,16,14.049586776859504,24.242424242424242
2025,RB,Skill,Arizona State,Big 12,69.5,219,9.375,29.75,73.875,4.65,39.5,17,123.0,7.37,4.97,1,1801,11.793,78.233,79.692,66.688,47.348,0,0,Rounds 4-5,0,0,1,0,0,0,0.3947124267006915,16,14.46280991735537,24.242424242424242
2024,C,OL,Duke,ACC,75.0,308,10.0,32.375,79.0,5.09,29.5,28,108.0,7.41,4.01,1,1654,8.778,68.7,63.774,63.667,60.347,0,0,Rounds 6-7,0,0,0,1,0,0,0.3940518903610848,16,14.87603305785124,24.242424242424242
2023,IOL,OL,Tennessee-Chattanooga,SoCon,78.0,324,10.25,35.0,83.875,5.24,26.5,20,105.0,7.7,4.97,1,1738,11.336,69.68,68.952,64.29,44.371,0,0,Undrafted,0,0,0,0,1,1,0.39165865356840657,17,15.289256198347106,25.757575757575758
2025,WR,Skill,Texas Tech,Big 12,72.625,186,10.5,30.75,76.625,4.7,33.0,14,121.0,7.02,4.97,1,1607,6.204,57.272,59.502,48.684,59.274,1,0,Undrafted,0,0,0,0,1,1,0.38678475214204544,18,15.702479338842975,27.27272727272727
2025,OT,OL,Boston College,ACC,80.125,316,10.375,33.0,81.0,5.21,24.5,22,106.0,7.71,4.7,1,1513,4.829,61.35,56.657,64.403,40.228,0,0,Rounds 2-3,0,1,0,0,0,0,0.3820997403133578,18,16.115702479338843,27.27272727272727
2023,RB,Skill,Appalachian St.,Sun Belt,73.375,217,9.75,32.625,78.625,4.61,37.0,20,121.0,6.85,4.33,1,1593,0.411,45.95,62.053,35.887,34.024,0,0,Undrafted,0,0,0,0,1,1,0.3784497327760691,19,16.528925619834713,28.78787878787879
2023,RB,Skill,Tulsa,AAC,71.75,216,9.25,31.25,75.0,4.41,35.5,20,124.0,6.83,4.31,1,1378,-4.107,43.074,50.493,42.491,37.352,0,0,Undrafted,0,0,0,0,1,1,0.3745997759881886,20,16.94214876033058,30.303030303030305
2024,IOL,OL,Maryland,Big Ten,76.125,308,9.875,33.0,80.625,5.01,26.5,28,112.0,7.64,4.61,1,1695,8.085,66.299,64.78,61.709,49.654,0,0,Undrafted,0,0,0,0,1,1,0.371082353393432,21,17.355371900826448,31.818181818181817
2023,RB,Skill,Auburn,SEC,71.625,210,9.5,32.0,76.625,4.56,32.5,20,119.0,7.23,4.68,1,1596,6.205,55.022,47.067,62.103,45.36,0,0,Rounds 2-3,0,1,0,0,0,0,0.36971278911100214,21,17.768595041322314,31.818181818181817
2023,EDGE,DL,Louisiana,Sun Belt,76.5,248,10.0,34.25,81.25,4.67,29.0,23,116.0,7.35,4.44,1,1556,-2.136,45.745,34.883,52.541,66.931,0,0,Rounds 6-7,0,0,0,1,0,0,0.3688916055790066,21,18.181818181818183,31.818181818181817
2024,CB,Secondary,Missouri,SEC,71.375,179,8.625,31.0,74.625,4.44,33.5,15,123.0,6.94,4.58,1,1866,15.277,78.168,79.322,67.958,47.09,0,0,Rounds 4-5,0,0,1,0,0,0,0.36823719333136073,21,18.59504132231405,31.818181818181817
2025,RB,Skill,South Carolina,SEC,72.0,217,9.25,31.5,76.25,4.46,36.5,33,117.1,7.28,4.03,1,1810,14.834,76.206,60.762,80.864,51.02,0,0,Undrafted,0,0,0,0,1,1,0.36648418088986234,22,19.00826446280992,33.33333333333333
2024,CB,Secondary,Washington St.,Pac-12,69.75,184,9.125,30.25,72.375,4.54,34.5,18,125.0,7.05,4.32,1,1546,3.221,62.169,54.667,62.054,59.872,0,0,Rounds 4-5,0,0,1,0,0,0,0.3641110505470746,22,19.421487603305785,33.33333333333333
2024,TE,Skill,Colorado St.,Mountain West,75.375,241,10.25,33.625,78.125,4.78,32.5,28,122.0,6.83,4.21,1,1276,-11.774,30.563,28.491,37.664,56.051,0,0,Undrafted,0,0,0,0,1,1,0.36132759669952275,23,19.834710743801654,34.84848484848485
2024,RB,Skill,Georgia,SEC,69.625,207,9.5,29.75,73.0,4.56,32.5,22,114.0,6.95,4.24,1,2273,24.777,87.417,88.149,74.455,48.128,1,0,Undrafted,0,0,0,0,1,1,0.3557062750064699,24,20.24793388429752,36.36363636363637
